sex,wave,age,annhrs,annwks,yrsexp,annlabinc,region
1,2009,44,2600,52.0,24.0,30000.0,3.0
1,2009,55,1960,49.0,33.0,35500.0,4.0
2,2009,47,1117,38.5,21.0,15000.0,3.0
2,2009,27,1976,49.4000015258789,8.0,40000.0,2.0
1,2009,55,2350,47.0,31.0,365000.0,1.0
1,2009,49,2000,50.0,27.0,25000.0,1.0
1,2009,35,1572,39.2999992370605,15.0,15000.0,3.0
1,2009,45,2450,49.0,21.0,150000.0,2.0
2,2009,29,2570,51.4000015258789,7.0,38000.0,4.0
1,2009,42,1920,48.0,19.0,65000.0,2.0
2,2009,37,1785,51.0,17.0,32000.0,3.0
2,2009,51,2295,51.0,27.0,53000.0,1.0
2,2009,51,804,20.1000003814697,25.0,11713.0,3.0
1,2009,59,1920,48.0,35.0,18000.0,2.0
2,2009,27,2184,50.7999992370605,8.0,29000.0,3.0
2,2009,26,2000,50.0,8.0,95000.0,4.0
1,2009,61,1936,48.4000015258789,35.0,61800.0,2.0
1,2009,29,1920,48.0,10.0,37000.0,4.0
1,2009,26,2976,49.5999984741211,7.0,52386.0,3.0
2,2009,38,2193,51.0,15.0,70000.0,2.0
2,2009,56,3060,51.0,32.0,24000.0,3.0
1,2009,54,1936,48.4000015258789,30.0,54000.0,2.0
2,2009,27,2032,50.7999992370605,9.0,15000.0,3.0
1,2009,49,1984,49.5999984741211,30.0,55000.0,3.0
1,2009,26,1311,43.7000007629395,6.0,15200.0,3.0
2,2009,57,1880,47.0,11.0,16000.0,3.0
1,2009,47,1628,40.7000007629395,23.0,30101.0,3.0
1,2009,26,3059,43.7000007629395,8.0,48000.0,3.0
1,2009,52,2940,49.0,34.0,14000.0,3.0
1,2009,38,1868,46.7000007629395,16.0,82200.0,1.0
2,2009,29,2091,51.0,11.0,33000.0,1.0
2,2009,42,1904,47.5999984741211,18.0,40000.0,3.0
2,2009,49,2000,50.0,31.0,45000.0,2.0
2,2009,43,2385,47.7000007629395,25.0,40545.0,2.0
2,2009,33,2000,50.0,14.0,40000.0,1.0
2,2009,25,1664,52.0,7.0,9000.0,3.0
1,2009,56,2150,50.0,32.0,58100.0,2.0
2,2009,36,920,23.0,0.0,6000.0,3.0
2,2009,49,2024,50.5999984741211,17.0,20000.0,3.0
2,2009,51,2904,48.4000015258789,32.0,72000.0,2.0
2,2009,45,2008,50.2000007629395,14.0,32000.0,4.0
1,2009,58,624,39.0,34.0,14000.0,4.0
1,2009,52,2124,49.4000015258789,28.0,49900.0,1.0
1,2009,32,2064,51.5999984741211,11.0,39000.0,2.0
1,2009,27,1680,48.0,7.0,26000.0,4.0
1,2009,33,2080,52.0,12.0,50000.0,4.0
1,2009,50,1880,47.0,29.0,56160.0,2.0
1,2009,52,1517,33.7000007629395,26.0,117000.0,1.0
2,2009,61,1984,49.5999984741211,4.0,12500.0,3.0
2,2009,33,294,49.0,12.0,5800.0,3.0
2,2009,29,1820,52.0,9.0,15015.0,3.0
1,2009,52,2805,51.0,25.0,38400.0,2.0
2,2009,36,1360,34.0,13.0,133140.0,4.0
2,2009,27,2115,47.0,6.0,28700.0,2.0
1,2009,39,1548,51.5999984741211,20.0,13000.0,3.0
1,2009,42,2080,52.0,24.0,12025.0,3.0
1,2009,44,1968,48.0,20.0,48000.0,3.0
1,2009,27,2562,42.7000007629395,6.0,82500.0,3.0
2,2009,41,2811,50.2000007629395,17.0,16000.0,3.0
2,2009,30,1119,37.2999992370605,10.0,14252.0,3.0
1,2009,36,1928,48.2000007629395,13.0,59000.0,2.0
1,2009,35,2544,48.0,10.0,72000.0,3.0
2,2009,39,1275,51.0,15.0,38000.0,2.0
2,2009,60,1656,36.0,40.0,39800.0,2.0
1,2009,49,1938,51.0,24.0,17000.0,3.0
1,2009,38,2080,52.0,17.0,42000.0,3.0
2,2009,55,2860,52.0,31.0,70000.0,3.0
2,2009,33,1523,47.5999984741211,13.0,22000.0,3.0
2,2009,26,2072,51.7999992370605,6.0,26000.0,4.0
1,2009,37,2040,51.0,13.0,47300.0,4.0
2,2009,43,1932,46.0,12.0,31000.0,3.0
2,2009,46,1300,52.0,19.0,14000.0,1.0
2,2009,27,2160,48.0,9.0,41500.0,3.0
1,2009,26,2080,52.0,6.0,28974.0,3.0
1,2009,38,2550,51.0,14.0,71000.0,3.0
2,2009,41,2640,48.0,17.0,210000.0,1.0
2,2009,29,1500,50.0,7.0,13200.0,2.0
2,2009,61,77,7.69999980926514,32.0,800.0,3.0
2,2009,45,2250,50.0,20.0,56000.0,2.0
1,2009,40,1560,52.0,22.0,25000.0,3.0
1,2009,30,2115,42.2999992370605,12.0,44000.0,4.0
1,2009,38,2205,49.0,15.0,94736.0,4.0
2,2009,30,1960,49.0,10.0,65200.0,1.0
2,2009,31,989,30.8999996185303,9.0,50100.0,3.0
1,2009,57,2160,48.0,33.0,148700.0,4.0
1,2009,61,2040,51.0,37.0,43000.0,2.0
1,2009,50,2940,49.0,26.0,165000.0,4.0
2,2009,58,1960,49.0,33.0,27000.0,1.0
2,2009,31,1715,49.0,8.0,6000.0,3.0
2,2009,39,1880,47.0,17.0,26000.0,4.0
1,2009,60,2080,52.0,35.0,33511.0,1.0
1,2009,26,40,1.0,3.0,371.0,3.0
2,2009,53,1700,50.0,23.0,32000.0,2.0
1,2009,48,2115,47.0,24.0,33000.0,3.0
2,2009,52,2160,48.0,26.0,36720.0,2.0
2,2009,25,2080,52.0,7.0,16640.0,2.0
1,2009,57,2169,48.2000007629395,32.0,130000.0,1.0
1,2009,53,1848,46.2000007629395,32.0,38000.0,2.0
1,2009,51,1840,46.0,23.0,152000.0,1.0
1,2009,29,1800,45.0,10.0,100000.0,3.0
1,2009,60,2000,50.0,35.0,91200.0,1.0
2,2009,28,2295,51.0,9.0,45000.0,3.0
2,2009,46,2668,46.0,21.0,26964.0,3.0
2,2009,49,1984,49.5999984741211,19.0,20300.0,3.0
2,2009,29,1056,44.0,9.0,42000.0,3.0
2,2009,47,2080,52.0,28.0,23000.0,3.0
2,2009,55,2080,52.0,21.0,26000.0,3.0
1,2009,38,2080,52.0,8.0,265000.0,3.0
2,2009,31,1692,42.2999992370605,9.0,30000.0,2.0
2,2009,33,2080,52.0,12.0,24600.0,3.0
1,2009,35,2744,49.0,11.0,51447.0,4.0
2,2009,46,1264,46.7999992370605,18.0,70000.0,4.0
1,2009,47,1760,44.0,24.0,103000.0,1.0
1,2009,32,2000,50.0,10.0,30000.0,3.0
2,2009,39,1150,46.0,18.0,20000.0,3.0
1,2009,53,1020,51.0,29.0,19380.0,3.0
2,2009,47,2000,50.0,23.0,36000.0,3.0
1,2009,38,1960,49.0,20.0,31000.0,4.0
2,2009,45,1368,34.2000007629395,27.0,10000.0,3.0
1,2009,48,2159,51.4000015258789,23.0,35000.0,1.0
1,2009,40,2370,47.4000015258789,16.0,103000.0,1.0
1,2009,58,1840,46.0,33.0,78000.0,1.0
1,2009,26,1840,46.0,7.0,48000.0,2.0
1,2009,27,1620,36.0,8.0,22000.0,1.0
1,2009,41,1960,49.0,16.0,69551.0,3.0
2,2009,29,2135,42.7000007629395,7.0,34012.0,3.0
1,2009,52,1920,48.0,28.0,46000.0,1.0
1,2009,37,2040,51.0,19.0,30000.0,3.0
2,2009,39,2300,46.0,19.0,27000.0,2.0
2,2009,52,2300,46.0,25.0,58000.0,2.0
1,2009,46,1904,47.5999984741211,22.0,22000.0,3.0
2,2009,52,3072,51.2000007629395,26.0,78000.0,4.0
1,2009,37,1736,49.5999984741211,16.0,27200.0,3.0
2,2009,40,1772,44.2999992370605,16.0,67000.0,2.0
1,2009,33,1341,44.7000007629395,12.0,23000.0,2.0
1,2009,55,1936,48.4000015258789,31.0,33290.0,4.0
1,2009,31,560,14.0,8.0,11000.0,3.0
2,2009,27,2040,51.0,8.0,31000.0,1.0
2,2009,29,2064,51.5999984741211,11.0,37000.0,4.0
2,2009,41,2450,49.0,17.0,30500.0,3.0
2,2009,57,1724,46.5999984741211,27.0,60000.0,1.0
2,2009,43,799,47.0,20.0,23000.0,1.0
1,2009,41,2080,52.0,20.0,31250.0,3.0
1,2009,64,2000,50.0,40.0,22000.0,2.0
2,2009,36,1800,50.0,5.0,24000.0,4.0
2,2009,58,2500,50.0,31.0,55000.0,3.0
1,2009,59,2300,46.0,35.0,90000.0,2.0
2,2009,52,2480,49.5999984741211,28.0,45000.0,2.0
2,2009,45,1715,49.0,21.0,15435.0,2.0
1,2009,39,2196,48.7999992370605,14.0,60000.0,2.0
1,2009,43,1960,49.0,23.0,45000.0,1.0
1,2009,31,2688,48.0,9.0,44000.0,4.0
2,2009,26,1080,36.0,2.0,12000.0,3.0
2,2009,42,1710,45.0,18.0,100000.0,2.0
2,2009,42,2040,51.0,21.0,24000.0,1.0
1,2009,47,1960,49.0,23.0,24529.0,3.0
2,2009,31,1920,48.0,11.0,42000.0,3.0
1,2009,47,3380,52.0,23.0,42000.0,1.0
2,2009,39,2115,47.0,20.0,62000.0,3.0
1,2009,25,1472,32.7000007629395,6.0,19188.0,4.0
1,2009,49,1040,52.0,25.0,18709.0,3.0
1,2009,35,2530,50.5999984741211,12.0,71000.0,4.0
2,2009,61,780,52.0,36.0,6500.0,3.0
1,2009,30,2070,46.0,10.0,56000.0,1.0
2,2009,39,1352,52.0,14.0,18000.0,3.0
2,2009,48,1560,52.0,25.0,30000.0,1.0
2,2009,56,2000,50.0,37.0,45000.0,3.0
2,2009,48,1974,47.0,30.0,130000.0,1.0
2,2009,38,1004,50.2000007629395,12.0,15000.0,2.0
1,2009,59,3360,48.0,35.0,88284.0,2.0
2,2009,48,1008,50.4000015258789,28.0,27456.0,2.0
1,2009,59,1960,49.0,35.0,140000.0,4.0
1,2009,30,1040,52.0,9.0,5000.0,1.0
2,2009,41,2100,50.0,18.0,40000.0,3.0
1,2009,32,2256,48.0,9.0,77100.0,2.0
2,2009,35,2000,50.0,12.0,27400.0,3.0
2,2009,56,1668,41.7000007629395,32.0,94000.0,2.0
2,2009,39,1920,48.0,17.0,34000.0,2.0
2,2009,50,2209,47.0,18.0,51938.0,1.0
2,2009,49,1212,30.2999992370605,23.0,4000.0,4.0
1,2009,32,2218,50.4000015258789,11.0,130000.0,2.0
2,2009,36,2040,51.0,12.0,87000.0,1.0
1,2009,56,2385,47.7000007629395,32.0,198000.0,2.0
1,2009,37,2000,50.0,13.0,52000.0,2.0
2,2009,34,1636,40.9000015258789,5.0,25200.0,3.0
1,2009,26,1938,51.0,6.0,32946.0,3.0
2,2009,41,47,47.0,14.0,300.0,3.0
1,2009,36,2860,52.0,12.0,53000.0,2.0
2,2009,33,1748,43.7000007629395,10.0,20000.0,3.0
1,2009,57,2199,47.7999992370605,33.0,45647.0,2.0
2,2009,50,1960,49.0,29.0,39000.0,3.0
2,2009,52,2040,51.0,18.0,29000.0,3.0
2,2009,45,1920,48.0,25.0,43000.0,1.0
2,2009,28,2695,49.0,7.0,66000.0,3.0
1,2009,30,125,5.69999980926514,3.0,1300.0,4.0
1,2009,61,2500,50.0,36.0,67870.0,3.0
1,2009,33,2000,50.0,14.0,80000.0,3.0
1,2009,34,2796,46.5999984741211,10.0,33000.0,4.0
1,2009,34,2400,48.0,10.0,72000.0,3.0
2,2009,30,2205,49.0,9.0,46000.0,4.0
2,2009,51,1880,47.0,26.0,40000.0,3.0
1,2009,51,1960,49.0,27.0,25000.0,3.0
1,2009,62,1960,49.0,37.0,120000.0,2.0
2,2009,58,1892,49.7999992370605,34.0,64000.0,1.0
2,2009,30,231,15.3999996185303,7.0,2000.0,4.0
1,2009,38,2651,48.2000007629395,14.0,83000.0,4.0
2,2009,44,2064,51.5999984741211,24.0,32000.0,4.0
2,2009,59,1793,42.7000007629395,34.0,15868.0,2.0
2,2009,30,2024,50.5999984741211,10.0,37000.0,1.0
1,2009,37,2016,48.0,13.0,65000.0,2.0
2,2009,32,1908,47.7000007629395,9.0,40000.0,2.0
1,2009,36,1798,48.5999984741211,12.0,24363.0,1.0
2,2009,44,1715,49.0,24.0,43000.0,1.0
2,2009,26,2000,50.0,7.0,30000.0,3.0
2,2009,29,1841,40.9000015258789,11.0,52000.0,1.0
2,2009,37,1820,52.0,15.0,59000.0,4.0
1,2009,54,2460,49.2000007629395,30.0,37392.0,3.0
1,2009,30,1520,38.0,7.0,30000.0,4.0
1,2009,47,2040,51.0,23.0,20800.0,3.0
2,2009,37,1008,40.2999992370605,17.0,8900.0,3.0
2,2009,50,1976,49.4000015258789,24.0,23000.0,3.0
2,2009,38,717,23.8999996185303,20.0,10500.0,3.0
2,2009,53,1920,48.0,30.0,24000.0,3.0
2,2009,57,1900,38.0,22.0,45000.0,3.0
1,2009,32,2080,52.0,9.0,45000.0,2.0
2,2009,38,2070,46.0,14.0,46100.0,3.0
2,2009,46,1432,38.7000007629395,22.0,42000.0,1.0
2,2009,60,1824,45.5999984741211,35.0,67000.0,4.0
2,2009,29,1944,48.5999984741211,7.0,30000.0,3.0
1,2009,35,2040,51.0,15.0,86470.0,3.0
2,2009,53,1046,43.5999984741211,29.0,19380.0,4.0
2,2009,45,1968,49.2000007629395,21.0,32000.0,3.0
2,2009,53,1920,48.0,29.0,40000.0,2.0
2,2009,38,1656,41.4000015258789,12.0,29313.0,3.0
2,2009,41,2000,50.0,22.0,47000.0,1.0
1,2009,61,3094,47.5999984741211,37.0,50000.0,2.0
1,2009,50,3060,51.0,24.0,55000.0,4.0
2,2009,25,2056,51.4000015258789,7.0,23200.0,4.0
2,2009,29,720,24.0,8.0,6000.0,3.0
1,2009,38,2040,51.0,19.0,29000.0,4.0
2,2009,44,2214,36.9000015258789,22.0,45000.0,3.0
2,2009,43,1012,50.5999984741211,18.0,20000.0,1.0
2,2009,37,1920,48.0,17.0,13000.0,4.0
1,2009,48,1196,29.8999996185303,30.0,22724.0,1.0
1,2009,57,2295,51.0,34.0,35000.0,3.0
2,2009,42,1960,49.0,18.0,69000.0,3.0
2,2009,26,2040,51.0,7.0,28000.0,1.0
2,2009,44,2470,49.4000015258789,16.0,26000.0,3.0
2,2009,35,1936,48.4000015258789,10.0,32000.0,3.0
2,2009,29,1530,51.0,7.0,16000.0,3.0
2,2009,38,2340,52.0,17.0,42800.0,3.0
1,2009,60,1960,49.0,36.0,45000.0,1.0
2,2009,49,960,48.0,8.0,3000.0,3.0
1,2009,40,2380,47.5999984741211,15.0,75000.0,2.0
2,2009,58,997,27.7000007629395,30.0,44000.0,3.0
1,2009,41,1560,52.0,16.0,25000.0,4.0
1,2009,39,1565,44.7000007629395,13.0,10586.0,3.0
1,2009,48,2400,48.0,20.0,198900.0,3.0
2,2009,49,1400,35.0,25.0,48000.0,3.0
2,2009,33,1150,46.0,10.0,53000.0,3.0
2,2009,35,520,52.0,6.0,3000.0,2.0
1,2009,32,2040,51.0,6.0,40000.0,2.0
1,2009,56,2400,50.0,30.0,100000.0,3.0
2,2009,43,2000,50.0,18.0,36000.0,3.0
2,2009,43,1960,49.0,19.0,21377.0,3.0
1,2009,40,286,3.40000009536743,15.0,5993.0,3.0
2,2009,32,2000,50.0,10.0,30000.0,3.0
1,2009,63,460,23.0,39.0,12000.0,2.0
2,2009,54,1908,47.7000007629395,28.0,83000.0,4.0
1,2009,48,3120,52.0,23.0,80000.0,3.0
1,2009,31,2250,50.0,11.0,59000.0,2.0
2,2009,25,2167,51.5999984741211,7.0,24000.0,4.0
1,2009,55,2033,48.4000015258789,28.0,58732.0,2.0
2,2009,48,2040,51.0,15.0,21000.0,3.0
2,2009,50,1401,46.7000007629395,22.0,10000.0,1.0
1,2009,38,2150,50.0,14.0,210000.0,4.0
2,2009,35,1992,49.7999992370605,9.0,50000.0,4.0
2,2009,52,1155,33.0,24.0,10000.0,4.0
2,2009,44,1976,49.4000015258789,26.0,29900.0,3.0
1,2009,28,456,38.0,6.0,6000.0,2.0
1,2009,56,2040,51.0,32.0,45000.0,3.0
2,2009,34,2450,49.0,11.0,60000.0,3.0
2,2009,32,2160,48.0,14.0,13500.0,3.0
2,2009,28,1952,48.7999992370605,7.0,16000.0,2.0
1,2009,43,2340,46.7999992370605,20.0,90000.0,2.0
1,2009,35,3500,50.0,9.0,45000.0,3.0
2,2009,39,780,52.0,15.0,8500.0,1.0
2,2009,60,940,47.0,24.0,11000.0,3.0
1,2009,42,2550,51.0,17.0,86241.0,3.0
1,2009,32,2550,51.0,9.0,95000.0,2.0
1,2009,45,2295,51.0,25.0,50000.0,2.0
1,2009,47,1984,49.5999984741211,22.0,56000.0,2.0
1,2009,43,1632,51.0,24.0,13000.0,2.0
2,2009,36,1400,40.0,11.0,12000.0,3.0
1,2009,33,52,52.0,10.0,3000.0,2.0
1,2009,41,1750,50.0,17.0,178238.0,1.0
1,2009,38,1960,49.0,13.0,52000.0,4.0
1,2009,29,2340,52.0,7.0,35000.0,3.0
1,2009,61,1176,49.0,29.0,48000.0,1.0
1,2009,27,1560,52.0,7.0,15000.0,2.0
1,2009,29,2000,50.0,9.0,58000.0,4.0
2,2011,31,685,40.2999992370605,11.0,15392.0,4.0
2,2011,48,2000,50.0,27.0,105000.0,4.0
1,2011,53,2065,42.0,32.0,93000.0,3.0
2,2011,34,1530,43.7000007629395,13.0,20000.0,1.0
1,2011,60,2205,49.0,35.0,120000.0,1.0
1,2011,35,2695,49.0,12.0,109000.0,1.0
2,2011,53,2000,50.0,33.0,19000.0,3.0
1,2011,62,2430,48.5999984741211,37.0,150000.0,1.0
1,2011,29,3060,51.0,10.0,24000.0,3.0
1,2011,63,2295,45.9000015258789,38.0,80000.0,4.0
2,2011,35,1052,26.2999992370605,17.0,20000.0,3.0
2,2011,33,2080,51.0,12.0,47000.0,4.0
2,2011,55,2000,50.0,28.0,23000.0,3.0
2,2011,28,1258,48.4000015258789,7.0,17000.0,2.0
2,2011,36,1860,46.0,14.0,33000.0,4.0
1,2011,38,1710,38.0,19.0,31000.0,2.0
2,2011,60,1896,47.4000015258789,19.0,43000.0,1.0
2,2011,38,174,8.69999980926514,12.0,945.0,3.0
1,2011,46,2860,52.0,19.0,32000.0,2.0
1,2011,45,900,36.0,18.0,5000.0,2.0
1,2011,35,1560,52.0,4.0,30000.0,1.0
1,2011,47,1960,49.0,29.0,85000.0,2.0
1,2011,57,1960,49.0,35.0,45000.0,3.0
2,2011,35,2040,51.0,17.0,40000.0,3.0
2,2011,53,1992,49.7999992370605,27.0,60000.0,3.0
2,2011,42,2205,49.0,17.0,200000.0,2.0
1,2011,37,2500,50.0,8.83477020263672,75000.0,3.0
1,2011,30,1965,39.2999992370605,8.0,50000.0,3.0
1,2011,64,2820,47.0,39.0,96000.0,3.0
2,2011,55,1666,49.0,24.0,29000.0,2.0
2,2011,43,2277,50.5999984741211,20.0,60000.0,4.0
2,2011,43,2428,48.2000007629395,17.0,30848.0,2.0
2,2011,27,2087,51.0,6.0,17000.0,3.0
2,2011,52,1085,31.0,33.0,22000.0,4.0
1,2011,58,2000,50.0,31.0,134000.0,2.0
2,2011,64,2142,51.0,19.0,24000.0,2.0
2,2011,53,1532,38.2999992370605,10.0,25000.0,3.0
2,2011,57,2040,51.0,32.0,12000.0,3.0
1,2011,30,2295,51.0,12.0,50000.0,2.0
1,2011,46,2040,51.0,21.0,50000.0,3.0
1,2011,58,2205,49.0,33.0,186000.0,2.0
2,2011,56,900,50.0,23.0,6700.0,2.0
1,2011,26,2142,51.0,4.0,42000.0,4.0
2,2011,35,2940,49.0,16.0,34000.0,3.0
2,2011,32,1275,51.0,12.0,16700.0,2.0
1,2011,30,1950,48.0,11.0,62000.0,3.0
2,2011,61,1300,52.0,2.0,9711.0,3.0
1,2011,34,1948,47.7000007629395,14.0,61500.0,2.0
2,2011,40,2400,48.0,12.0,46000.0,3.0
1,2011,42,2550,51.0,16.0,54000.0,3.0
2,2011,31,1412,35.2999992370605,9.0,13500.0,3.0
1,2011,37,1470,35.0,12.0,12908.0,3.0
2,2011,31,2065,51.5999984741211,11.0,60000.0,1.0
2,2011,56,2000,50.0,27.0,26000.0,2.0
1,2011,35,2140,52.0,13.0,34850.0,3.0
1,2011,37,1976,49.4000015258789,15.0,44000.0,1.0
2,2011,32,1568,49.0,11.0,35000.0,2.0
1,2011,63,2115,47.0,38.0,250000.0,4.0
1,2011,56,1946,48.4000015258789,31.0,31200.0,3.0
2,2011,29,500,25.0,6.0,4000.0,3.0
1,2011,47,1332,33.2999992370605,21.0,108000.0,1.0
2,2011,59,1952,48.7999992370605,31.0,38000.0,2.0
2,2011,46,2024,50.5999984741211,27.0,21000.0,4.0
1,2011,58,2040,51.0,33.0,23396.0,2.0
2,2011,45,1179,39.2999992370605,16.0,13000.0,1.0
1,2011,32,3260,51.0,13.0,12150.0,3.0
2,2011,53,2904,48.4000015258789,29.0,53000.0,4.0
1,2011,40,3250,50.0,17.0,130000.0,3.0
2,2011,54,2178,48.4000015258789,27.0,34848.0,3.0
1,2011,37,2000,50.0,17.0,29000.0,3.0
2,2011,52,1868,46.7000007629395,26.0,22000.0,3.0
1,2011,25,2600,52.0,7.0,32000.0,3.0
1,2011,44,1664,52.0,18.0,16000.0,1.0
1,2011,58,2550,51.0,32.0,35000.0,3.0
2,2011,53,1474,42.0999984741211,28.0,18000.0,3.0
2,2011,31,2400,48.0,10.0,38750.0,3.0
1,2011,45,1976,49.4000015258789,24.0,46200.0,1.0
1,2011,26,2150,50.0,7.0,35000.0,1.0
2,2011,31,2332,51.5999984741211,12.0,35000.0,1.0
1,2011,45,2440,48.7999992370605,20.0,106500.0,1.0
1,2011,47,2080,52.0,22.0,73000.0,2.0
2,2011,60,1209,40.2999992370605,23.0,8600.0,1.0
2,2011,51,2028,50.2000007629395,23.0,30000.0,4.0
2,2011,29,1960,49.0,2.0,21000.0,3.0
2,2011,47,2500,50.0,21.0,94000.0,2.0
2,2011,62,1400,40.0,37.0,46200.0,3.0
2,2011,64,2040,51.0,39.0,33000.0,4.0
2,2011,28,1995,49.0,10.0,50000.0,1.0
1,2011,45,1964,48.0,20.0,48000.0,4.0
1,2011,39,1920,47.0,14.0,72000.0,1.0
2,2011,53,1920,48.0,19.0,50000.0,4.0
2,2011,25,71,4.69999980926514,1.0,608.0,2.0
2,2011,26,2340,52.0,4.0,35000.0,3.0
2,2011,27,4000,50.0,8.0,28000.0,2.0
1,2011,35,1470,49.0,12.0,30000.0,4.0
1,2011,45,1110,31.7000007629395,18.0,21000.0,1.0
1,2011,54,1999,47.5999984741211,28.0,55850.0,4.0
1,2011,30,1946,51.2000007629395,9.0,15261.0,2.0
2,2011,32,1936,48.4000015258789,13.0,54500.0,2.0
1,2011,26,3226,50.4000015258789,5.0,73520.0,2.0
1,2011,34,2288,52.0,14.0,25000.0,3.0
2,2011,52,1992,49.7999992370605,24.0,15000.0,3.0
2,2011,43,2056,51.4000015258789,23.0,52000.0,3.0
2,2011,36,1880,47.0,11.0,68000.0,2.0
2,2011,59,1820,52.0,17.0,75000.0,4.0
1,2011,56,2140,52.0,23.0,36000.0,4.0
1,2011,35,842,18.7000007629395,10.0,25000.0,1.0
1,2011,30,2080,52.0,9.0,35000.0,3.0
1,2011,36,2288,44.0,13.0,101500.0,2.0
2,2011,25,1472,29.2999992370605,7.0,19075.0,3.0
2,2011,52,1341,35.2999992370605,24.0,14000.0,3.0
1,2011,53,2940,49.0,31.0,23400.0,1.0
2,2011,31,2016,50.4000015258789,10.0,35000.0,2.0
1,2011,57,1800,45.0,32.0,90000.0,1.0
1,2011,29,2010,49.0,9.0,52000.0,1.0
1,2011,53,2142,51.0,28.0,27000.0,3.0
2,2011,45,2000,50.0,18.0,70000.0,3.0
1,2011,32,1250,50.5999984741211,9.0,41000.0,4.0
1,2011,59,3500,50.0,29.0,130000.0,4.0
1,2011,59,2184,52.0,38.0,24000.0,2.0
1,2011,25,2040,51.0,6.0,40000.0,2.0
2,2011,34,2196,48.7999992370605,12.0,87000.0,3.0
1,2011,41,1980,36.0,19.0,30000.0,3.0
1,2011,56,2024,50.5999984741211,30.0,51000.0,3.0
2,2011,51,2080,52.0,26.0,51000.0,3.0
1,2011,60,2064,50.5999984741211,37.0,61260.0,4.0
2,2011,57,2200,50.0,18.0,30000.0,2.0
2,2011,32,2016,50.4000015258789,8.0,47675.0,1.0
1,2011,47,2444,52.0,20.0,52000.0,3.0
2,2011,30,1902,52.0,11.0,37000.0,2.0
1,2011,27,2040,51.0,6.0,53000.0,3.0
1,2011,61,1886,46.0,30.0,110000.0,3.0
1,2011,34,1800,45.0,16.0,90000.0,3.0
2,2011,61,1716,39.0,32.0,65000.0,3.0
1,2011,39,2500,50.0,15.0,44500.0,3.0
1,2011,51,2600,52.0,28.0,17000.0,3.0
1,2011,25,10,0.400000005960464,7.0,300.0,3.0
2,2011,45,2026,50.0,24.0,35716.0,3.0
1,2011,46,1904,47.5999984741211,21.0,45000.0,3.0
2,2011,38,2450,49.0,9.0,100000.0,1.0
2,2011,44,1748,43.7000007629395,13.0,23000.0,2.0
2,2011,49,668,47.7000007629395,29.0,6000.0,2.0
1,2011,26,2080,52.0,7.0,27435.0,2.0
2,2011,40,2259,50.2000007629395,16.0,68800.0,2.0
2,2011,47,1840,46.0,15.0,40000.0,3.0
2,2011,32,1936,48.4000015258789,10.0,96000.0,3.0
2,2011,51,1872,52.0,21.0,14976.0,2.0
2,2011,49,1326,51.0,16.0,9000.0,3.0
1,2011,38,2516,46.5999984741211,17.0,84200.0,4.0
2,2011,48,1162,36.2999992370605,18.0,18000.0,4.0
2,2011,26,1750,50.0,7.0,34000.0,1.0
1,2011,27,3162,51.0,8.0,53600.0,3.0
2,2011,33,652,16.2999992370605,9.0,14000.0,4.0
2,2011,58,1928,48.2000007629395,28.0,61000.0,1.0
2,2011,60,1880,47.0,29.0,86400.0,2.0
1,2011,40,1999,47.5999984741211,16.0,115000.0,2.0
2,2011,46,2000,50.0,23.0,28000.0,3.0
2,2011,31,832,52.0,7.0,14000.0,2.0
2,2011,42,300,10.0,13.0,2000.0,4.0
2,2011,36,1812,45.2999992370605,10.0,14000.0,2.0
2,2011,38,648,14.6999998092651,20.0,14000.0,2.0
1,2011,57,1431,47.7000007629395,30.0,60000.0,4.0
2,2011,37,2012,48.7999992370605,15.0,45000.0,1.0
1,2011,51,2032,50.7999992370605,26.0,72000.0,3.0
2,2011,50,780,52.0,30.0,5000.0,3.0
2,2011,51,2295,51.0,26.0,50000.0,3.0
2,2011,32,1496,37.4000015258789,11.0,53000.0,2.0
2,2011,32,1486,43.7000007629395,11.0,10000.0,3.0
1,2011,50,1880,47.0,26.0,31960.0,4.0
1,2011,26,1980,49.0,6.0,47000.0,3.0
1,2011,48,3472,49.5999984741211,23.0,73500.0,4.0
1,2011,38,2244,51.0,17.0,85227.0,3.0
2,2011,44,1990,49.5999984741211,19.0,25000.0,3.0
1,2011,50,2650,50.0,32.0,22375.0,3.0
2,2011,42,2058,49.0,22.0,59000.0,3.0
1,2011,32,2187,48.5999984741211,11.0,48000.0,2.0
2,2011,36,1530,43.7000007629395,15.0,7000.0,2.0
2,2011,51,1880,47.0,26.0,42000.0,2.0
2,2011,49,2340,52.0,16.0,18720.0,1.0
2,2011,31,2000,50.0,8.0,20000.0,3.0
2,2011,41,2420,44.0,15.0,108458.0,1.0
1,2011,33,2510,50.0,9.0,58000.0,3.0
2,2011,37,720,24.0,12.0,6000.0,3.0
2,2011,60,2081,48.4000015258789,32.0,64000.0,3.0
1,2011,26,1200,48.0,6.0,18000.0,3.0
1,2011,32,2016,50.4000015258789,10.0,120000.0,2.0
1,2011,29,1806,49.5999984741211,11.0,40500.0,3.0
1,2011,26,2110,52.0,8.0,25030.0,3.0
1,2011,51,2739,49.7999992370605,26.0,60500.0,2.0
2,2011,29,1940,46.0,11.0,52000.0,4.0
2,2011,33,2024,49.5999984741211,15.0,21000.0,4.0
